o_body,verdict,o_url
A photograph shows the skeletal remains of the Loch Ness Monster.,false,2089
Photograph shows an airplane shot down by Native Americans using wooden arrows.,false,239
A photograph shows Donald Trump and Vladimir Putin on a billboard above the words 'Let's make the world great again - together.,true,3414
A woman sued her ex-boyfriend for surreptitiously tattooing a pile of excrement on her back.,false,484
Pentagon sources issued a warning to Russian officials to expect a 'radical change' in the U.S. government soon.,false,3254
Notorious homophobe and Westboro Baptist Church founder Fred Phelps made a deathbed confession that he was gay.,false,2852
Ex-UN Official John Ashe died suspiciously the day before he was scheduled to testify against Hillary Clinton.,false,621
The skeleton of a giant human was uncovered during gas exploration in Saudi Arabia.,false,1977
Australian authorities saved 20 koalas from what is believed to be one of several underground animal brothels in the area.,false,3372
Photograph shows a tourist who died of fright after being photographed in the Sundarbans.,false,1573
A recently removed statue of Jefferson Davis is being replaced with a large bronze tribute to Barack Obama.,false,3405
Clip from a Bob Hope movie describes Democrats as 'zombies.,true,3429
Whole Foods has removed Israeli products from its shelves and replaced them with Muslim-approved products.,false,1504
'Mob Wives' personality Big Ang died of cancer.,true,2413
The movie 'Finding Dory' features a transgender stingray named StingRhonda.,false,638
Flag protocol specifies that a U.S. flag should be burned if it has been allowed to touch the ground.,false,4037
ISIS plans to attack a WWE Wrestling event at Philips Arena in Atlanta.,false,4036
Medicare regulations require that doctors ask patients whether they own guns.,false,1586
NASA has warned of imminent disaster due to the trajectory of another planet that will intersect Earth's orbit.,false,2107
Analysis demonstrates the 'Cash for Clunkers' program's gasoline savings to be an inefficient economic trade-off.,false,2799
Senator John Kerry 'voted to kill every military appropriation for the development and deployment of every weapons systems since 1988.,false,3016
"Bernie Sanders purchased a $172,000 luxury car with presidential campaign donations.",false,1766
Photographs show an angry elephant overturning an automobile in a game reserve.,true,641
Prize Bounty is giving away free Xbox systems.,false,607
The CDC has recommended mothers stop breastfeeding in order to increase the efficacy of vaccines.,false,3990
Muppet drummer Animal passed away at 66.,false,2111
Abercrombie & Fitch is offering 'nigger brown' pants for sale.,false,2500
An ISIS attack claimed seven lives in a U.S. town.,false,1866
"Seventeen kindergarteners in Wortham, Texas, tested positive for Ebola after being exposed to a Liberian exchange student.",false,455
The Sears web site briefly offered a 'body part roaster' grill for cooking babies.,true,2622
You can tell counterfeit $2 coins (toonies) circulating in Canada from real ones by the size of the Queen's portrait.,false,3912
Photograph shows small plane crashed into a tree next to a sign advertising flight lessons.,true,1985
A bill currently before Congress would require that all handgun owners list their guns on federal income tax returns.,false,3085
"Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.",true,1431
A leaked Clinton Foundation e-mail demonstrates collusion between the organization and media personality John Oliver.,false,2522
A woman was arrested for trespassing for taking pictures of an airport tourist attraction from a publicly accessible area.,true,451
Video clip shows fish jumping into a boat.,true,3003
John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.,false,1071
Paul Allen of Microsoft wrote a letter to a Santa Clarita newspaper in defense of Mormons.,false,3547
Rep. Paul Ryan refused to tip an elderly waiter at a Washington-area restaurant.,false,3842
Celine Dion has been killed in a crash.,false,130
A transcript reproduces '60 Minutes' commentator Andy Rooney's explaining his political views.,false,1523
The Fraternal Order of Police have retracted their endorsement of Donald Trump.,false,2732
A video shows a shark attacking a surfer.,false,3667
Chelsea Clinton's home is actually a medical care facility for Hillary Clinton in order to more effectively hide and treat her health problems.,false,2295
Nestlé has recalled some HOT POCKETS brand products due to possible contaminated beef issues.,true,1362
Singer James Hetfield left the band Metallica and has announced a new country music album.,false,1633
"Two white men were doused in gasoline and set on fire by Black Lives Matter members, and the story was 'censored' by the media.",false,3673
American servicemen buried in France caused an earthquake by 'rolling over in their graves.,false,1690
A Noah's Ark exhibit at a Christian theme park in Kentucky was destroyed by a flood.,false,1030
Japan renamed a town 'Usa' so that it could legitimately stamp its exports 'Made in USA.,false,3187
Article contrasts disparate sentences given to Roy Brown and Paul R. Allen.,true,1549
The spiral stairway at Santa Fe's Loretto Chapel miraculously stands despite having no discernable means of support.,false,3839
Pat Robertson advised men whose wives are voting for Hillary Clinton to 'boycott sex' until they changed their minds.,false,1488
The Federal Bureau of Investigation has uncovered evidence that everyone who voted for President Donald Trump is a Russian spy,false,590
A Russian spy ship has been spotted off the east coast of the United States.,true,967
A photograph shows an x-ray of a 900-pound man.,false,354
"George Zimmerman sold his painting of Trayvon Martin for $30,000 at an online auction.",false,925
Dr. Seuss once wrote a children's book since banned due to its references to suicide and violence.,false,723
Sending cash through the U.S. mail is illegal.,false,3410
Chelsea Clinton was arrested in April 2017 for having sex with a minor.,false,2864
Adolescents have died huffing from cans of Dust-Off brand compressed air.,true,3044
A Russian company is offering luxury yacht cruises along the Somali coast which provide passengers with the opportunity to shoot pirates.,false,1892
Leaked conversations revealed that President Trump planned on signing an executive order to abolish impeachment.,false,1191
Research has proved that microwaving foods in plastic containers releases cancer-causing agents into the foods.,false,2521
Democrats and the Clinton administration received more campaign contributions from Enron and were more accommodating of Enron's lobbying efforts than Republicans and the Bush administration.,false,1512
A Chinese coal miner was recently found alive in an abandoned mine 17 years after he had been trapped inside it by an earthquake.,false,3336
A mother sued a hospital and claimed that a flu shot had 'turned' her son gay.,false,1812
Photograph shows U.S. troops in Iraq holding up a sign mocking comments by Senator John Kerry.,true,1378
Yoko Ono confirmed that she had an affair with Hillary Clinton in the 1970s.,false,3837
A 'secretly made Israeli intelligence video recording' captures 'Bill Clinton raping a 13-year-old girl.,false,112
Pastor Joel Osteen announced that he has resigned and renounced Christianity.,false,2918
A video surfaced in October 2016 showing President Obama demanding 'ribs and pussy.,false,102
Infants have died or suffered debilitating respiration problems after aspirating baby oil.,true,3760
"Bernie Sanders's campaign bused fake supporters to rallies, caucuses, and events in order to prevent legitimate attendees from being able to participate.",false,3018
Automobile components emit dangerous levels of cancer-causing benzene fumes.,false,842
Each of the Confederate battle flag's colors symbollizes a religious concept.,false,3368
An elderly birdwatcher had a physical altercation with an Oregon militant at the Malheur National Wildlife Refuge.,false,2570
A hot microphone picked up President Obama telling Russian President Dmitri Medvedev he would have more flexibility to negotiate on issues like missile defense after the 2012 election.,true,353
O.J. Simpson was caught stealing cookies in prison.,false,1714
Churchgoer describes encounter with President Bush at St. John's Church.,true,2773
A DNA test proved that a retired postman fathered more than 1300 illegitimate children.,false,1704
Search engine Google manipulated results in favor of Hillary Clinton.,false,1723
A provision of Obamacare allows federal agents to conduct forced home inspections and remove children from the custody of their parents.,false,1033
A photograph shows a jar of Gerber brand 'Big Mac and Fries' baby food.,false,2867
HUD is attempting to pass a law banning tiny houses and RV living.,false,2163
The Costco chain will soon be selling bulk marijuana in their Washington stores.,false,3578
Official Department of Interior Twitter accounts were temporarily deactivated after the National Park Service account was used to retweet negative information about the incoming Trump administration.,true,1356
Photographs show a mass migration of rays in the Gulf of Mexico.,true,606
A Texas man was forced to take his American flag down because its display threatened Muslims.,false,1296
Chelsea Clinton is married to George Soros' nephew.,false,854
"An individual stumbled upon a network of mysterious caves in Shropshire, once used by the Knights Templar for secretive rituals.",false,961
Executive branch agents raided and shut down the EPA.,false,3508
No buyers can be found for a beautiful but cheap car because of the horrible smell that permeates it.,false,2145
The movie 'The Notebook 2' has started filming in various US cities.,false,202
President Trump ordered the execution of several turkeys pardoned by President Obama.,false,2989
"In 1969, comic Red Skelton lamented on his weekly television show that the Pledge of Allegiance might someday be considered a 'prayer' and eliminated from public schools.",true,351
More homicides in the U.S. are committed with baseball bats than with firearms.,false,4013
The chairman of the Barilla pasta brand once said he would never use homosexual couples in his advertisements.,true,1324
NASA admitted to dosing Americans with airborne lithium.,false,1673
President Obama has limited churches to offering twice-monthly services.,false,1140
Pope Francis has endorsed Hillary Clinton for President.,false,277
A leaked video depicts a human sacrifice conducted by researchers at the CERN nuclear research facility.,false,2819
Oprah Winfrey has committed suicide.,false,2510
Donald Trump selected Mexican drug lord El Chapo to head the Drug Enforcement Administration.,false,1776
"A video shows a group of 'radical' Muslims rallying around a painting of Jesus' decapitated head in Dearborn, Michigan.",false,3272
Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.,false,2175
A Russian sex worker said Donald Trump was one of her clients and that he has a small penis.,false,1247
Noam Chomsky predicted the movement that created a Trump presidency.,true,811
Hillary Clinton received her questions for the first presidential debate of 2016 a week in advance.,false,26
A store in a Houston shopping closed on September 11 to honor one of the 9/11 hijackers.,false,2981
Anti-perspirants have been identified as the leading cause of breast cancer.,false,3920
Poem and picture document a child abuse victim.,false,2731
The ACLU objected to a U.S. Marine prayer session because it constituted 'federal employees praying on federal property and on federal time.,false,734
Television journalist Geraldo Rivera was born Jerry Rivers but changed his name to appeal to Latino viewers.,false,2544
Thomas Jefferson sent the U.S. Navy to subdue Barbary pirates in the Mediterranean.,true,333
"Researchers have found a simple cure for cancer, but major pharmaceutical companies are not interested because it isn't patentable.",false,561
Seventy-two Department of Homeland Security (DHS) employees are on the U.S. terror watch list.,false,1003
The FitnessGram Pacer Test was banned from schools after it was deemed too cruel for children.,false,3329
Congress passed a law authorizing citizens to shoot and kill 'suspicious clowns.,false,1770
"Before Super Bowl XXII in 1988, a reporter asked Washington Redskins quarterback Doug Williams, 'How long have you been a black quarterback?'",false,3311
Photograph shows note scrawled by President Bush requesting a bathroom break during a U.N. meeting.,true,3062
Being an only child (or an only son) automatically exempts you from military service in the U.S.,false,1375
A serial killer is luring women from their homes by playing a recording of a crying baby.,false,427
Two Muslims hold positions in the U.S. Department of Homeland Security.,true,2879
Woman sells her partner's expensive new car for $50 after he runs off with a younger woman.,false,740
One of the first acts of the Trump administration was to seek the end of U.S. participation in the United Nations.,false,2078
The serenity prayer was authored by St. Augustine.,false,1783
A photograph shows a record-breaking 320-pound shrimp caught by Canadian fisherman.,false,3487
"President Lyndon B. Johnson once said, 'If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket. Hell, give him somebody to look down on, and he'll empty his pockets for you.",true,2831
"Rafael Cruz, father of Senator Ted Cruz, believes atheists should be separated from the devout and placed in special 'camps.",false,2984
Melania Trump wore a 'pussy-bow' blouse to the second 2016 presidential debate.,true,2367
Hillary Clinton admitted her Iraq War vote was elicited in exchange for money provided by the Bush administration to help rebuild New York City after the 9/11 attacks.,false,2704
Dr. Ben Carson owns a portrait of himself posing with Jesus.,true,3477
Dairy Queen is hosting 'Free Cone Day' on 20 March 2017.,true,2777
"Photographs show Jimmy John Liautaud, the owner of Jimmy John's Gourmet Sandwiches, on big game hunts.",true,3100
Article describes talk given to a group of Wisconsin schoolchildren at the Iwo Jima memorial.,true,3166
Article describes coverage of the death of Medal of Honor recipient Ed Freeman.,true,1078
Baby drop off boxes have been installed in Indiana firehouses for parents to anonymously and legally surrender newborns.,true,2633
NORAD annually tracks Santa's progress because a child trying to reach Santa via a newspaper advertisement called the wrong phone number.,true,1251
A B-17 damaged on a bombing raid over Germany reached England safely after a German pilot declined to shoot it down.,true,13
Bank employee embezzles large amount of money by stealing small sums from many different accounts.,false,3563
Fox News host was about to be fired in June 2016 over comments he made about Muslims.,false,418
"In one of his films, actor Tony Curtis delivered the line, 'Yondah lies da castle of my foddah.",false,871
Melania Trump had copied her statement regarding her husband's offensive statements about women from Hillary Clinton.,false,934
Photograph shows a tornado that hit Kentucky in March 2012.,false,2275
An actor whose character had been killed during a live television production suddenly got up and walked off-stage.,true,34
Muslims recently decided to celebrate the birth of the Prophet Mohammed on 24 December (Christmas Eve) in order to preempt Christmas.,false,3671
"A photograph shows Donald Trump, Muhammad Ali, and Rosa Parks after receiving the Ellis Island Medal of Honor in 1986.",true,3105
Actor Clint Eastwood narrated an anti-Obama 'Halftime in America' spot.,false,970
The brother of a top ISIS leader has repented and converted to Christianity.,false,1294
Brown recluse spider eggs used to fill Beanie Babies in the 1990s are finally hatching.,false,235
George W. Bush once described rapper Eminem as 'the most dangerous threat to American children since polio.,false,3740
"George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.",false,497
The first issue of National Geographic following a takeover by Rupert Murdoch indicates a deviation from the magazine's science-based content.,false,1547
Photograph shows a DeWalt-manufactured 'rapid fire nail gun.,false,2226
Senator Ted Cruz went into a shouting tirade after a Hooters restaurant refused to accept his government expense account credit card.,false,275
"Barack Obama had an acquaintanceship with Bill Ayers, a former domestic terrorist.",true,979
President Obama implemented a new government policy prohibiting U.S. service members from speaking at 'faith-based public events.,false,1794
Comedian Bill Murray is running for president and proclaimed religion to be 'the worst enemy of mankind.,false,2140
Vice President Joe Biden said that 'no ordinary American cares about their constitutional rights.,false,1598
Slideshow presents photorealistic paintings by an artist named Anna Kostenko.,false,528
A megalodon capsized a South African charter vessel in April 2013.,false,3474
BBC's Carol Kirkwood used a curse word to describe the weather.,false,2483
Donald Trump's executive order restricting U.S. travel from predominantly-Muslim nations does not include countries where he has business interests.,true,460
Fox News Channel host Tucker Carlson succumbed to injuries from an automobile accident.,false,311
The characters on the cartoon series Captain Pugwash had names that were sexual double entendres.,false,3567
A Republican lawmaker proposed introducing 'hunger tests' before issuing food stamps.,false,3486
Pilot of a disabled bomber goes down with the plane to comfort a gunner who is trapped in the turret.,false,232
"John Howard Griffin, the author of Black Like Me, died from skin cancer caused by the treatment he underwent to darken his skin.",false,2816
Richard Gere will make a sequel to 'Pretty Woman' if his Facebook photo gets more than 1 million likes.,false,3176
Captioning glitch on national TV news program transforms an 'enlarged prostate' into something considerably more exciting.,true,533
Madmen are injecting HIV-infected blood into unsuspecting moviegoers and random young people dancing in bars or at raves.,false,1743
Hillary Clinton once said that 'women have always been the primary victims of war.,true,2320
A video tells the true story of a little girl named Chloe Jones who was abducted after getting on the wrong school bus.,false,3155
"A driver in Las Vegas shouted 'Allahu Akbar' as she deliberately struck multiple pedestrians with her vehicle, and police have been instructed to suppress that detail of the story.",false,520
Photographs depict then-model Melania Trump (nee Knauss) posing provocatively for GQ magazine.,true,2273
"In a dying act of defiance, Polish dancer and Holocaust victim Franceska Mann shot and killed SS officer Josef Schillinger.",true,2605
Glen Eagles hospital issued an urgent warning because seven women have died after sniffing perfume samples received in the mail.,false,2065
At least one state banned Valentine's Day at schools because it is offensive to Muslims.,false,3179
The County of Los Angeles has requested that equipment vendors avoid using the industry term 'Master/Slave' in product descriptions and labeling.,true,2925
Telling Siri to 'charge my phone to 100 percent' will cause the virtual assistant to surreptitiously dial 911 or summon emergency services.,false,1312
Retired CIA agent Normand Hodges confessed on his deathbed to assassinating Marilyn Monroe.,false,3784
President Obama has started confiscating guns 'by force.,false,3848
Lady Gaga's halftime performance at the 2017 Super Bowl took the form of a Satanic ritual.,false,2301
A prisoner of war who played an imaginary round of golf in his mind each day of his captivity found upon his release that he'd markedly improved his game.,false,2196
Photograph shows God's hands in a cloud formation.,false,1374
A video clip shows Barack Obama acknowledging that he is not a natural-born U.S. citizen.,false,186
Donald Trump threatened to skip the remaining presidential debates if Hillary Clinton showed up.,false,3530
The Iowa State Fair logo is rendered as a silo and two hay bales that strongly resemble a penis.,false,2385
Turtle who agrees to carry a scorpion across a river learns a fatal lesson about innate nature.,false,784
"'Beetlejuice 2,' a sequel to the 1988 comedy horror film, is coming to theaters soon.",false,700
Camera phone video taken in a Mexican church shows a statue of Jesus Christ 'miraculously' opening and closing its eyes.,false,372
false,false,2929
House Speaker Paul Ryan is conducting a phone survey regarding experiences with the Affordable Care Act.,true,1771
Russian President Vladimir Putin endorsed Sen. Bernie Sanders for President.,false,765
A video shows Dutch politician Tunahan Kuzu putting a grilled cheese in his pocket before an interview.,false,1292
"Dr. Ben Carson said that 'anatomically, a Muslim's brain is wired differently than ours.",false,3232
"The Obamas had their dog, Bo, flown on his own airplane to join them on vacation.",false,2526
An automobile depicted on the back of the old U.S. $10 bill was a Model T Ford driven by Bonnie and Clyde.,false,3331
The transcript of Hillary Clinton's speech to finance giant Goldman Sachs was leaked and published online.,false,3566
Images show new designs for American currency that the U.S. government is planning to introduce.,false,1839
California has passed a law that legalizes child prostitution.,false,402
"Television evangelists Jerry Falwell and Pat Robertson said that liberal civil liberties groups, feminists, pagans, homosexuals, and abortion rights supporters bear partial responsibility for the terrorist attacks on the USA because their actions have turned God's anger against America.",true,2983
The group Demand Protest LLC is paying $2500 for people to protest Donald Trump's inauguration.,false,1450
Criminals are furtively wedging coins into car door handles in order to more easily break into vehicles.,false,3058
An image depicts an overenthusiastic Pride attendee injured in an attempt to sexually stimulate himself with a fire hydrant.,false,2410
Storing batteries in a refrigerator or freezer will improve their performance.,false,2974
The Supreme Court revoked the Church of Scientology's tax-exempt status in March 2016.,false,1162
The White House cancelled the 2017 Easter Egg roll.,false,1670
Congress has 'officially initiated President Obama's impeachment.,false,3678
Locks of Love sells most donated hair for profit and charges ailing children exorbitant amounts for wigs.,false,316
The Book of Revelation describes the anti-Christ as someone with characteristics matching those of Barack Obama.,false,2782
Video shows a suspect in a police shooting committing suicide in an interview room.,true,3051
The real Hillary Clinton has been dead since 1998 and was replaced with a clone.,false,2085
Microwave ovens were banned in the USSR in 1976 to protect its citizens from harmful health effects.,false,1761
The U.S. Supreme Court ruled that ' the only Islam taught to our children in public schools will be the history of Radical Islam and what they can do to help stop it.,false,1403
Bernie Sanders tweeted a scathing retort to Donald Trump after the latter accused the former's supporters of inciting violence at Trump rallies.,false,3460
Secretary of State Colin Powell made an eloquent point about America's desire for 'empire building' to the Archbishop of Canterbury.,true,710
Ice sculpture depicts an angel leaning on the shoulder of an exhausted New York City firefighter.,true,913
President Obama fired several military officers for disobeying his order to destroy Charleston as part of a 'false flag' attack.,false,1749
The reality TV series Amish Mafia depicts the real-life exploits of Amish 'fixers' in Lancaster County.,false,500
Bernie Sanders was omitted from the Chicago primary ballot.,false,2303
Target has banned Salvation Army bell ringers from its premises.,true,2935
Kansas legislators are considering a bill that would force the science show COSMOS off the air in that state.,false,2627
The cremated ashes of Pringles' creator were packaged and sold to customers.,false,197
Famous drag queen RuPaul claimed he was groped by Donald Trump at a party in 1995.,false,3332
A photograph shows a wolf pack being led by the oldest and weakest members.,false,1605
Facebook will donate $1 for treatment of a girl with a severely distended abdomen every time her picture is shared.,false,280
A woman killed three shoppers at a Denver Walmart in order to snare that store's last 85-inch TV for herself.,false,558
Bill Clinton was the 'first pardoned federal felon ever to serve as President of the U.S.,false,2266
Prince William and Kate Middleton dislike the Obamas and 'snubbed' them by not inviting them to their upcoming wedding.,true,2020
Police found 22 dead bodies in Michigan's Flint River in April 2016.,false,2700
President-elect Donald Trump said Africans are poor because 'when it rains they think of sex instead of farming.,false,2503
"President removed red, white, and blue decor from the Oval Office and installed a 'Muslim prayer curtain' in the White House.",false,552
Adolf Hitler said that the best way to control a people is to 'take a little of their freedom at a time.,false,3416
Cleaning for a Reason offers free cleaning services to women undergoing treatment for cancer.,true,2922
Kraft Macaroni & Cheese products carry a warning label due to their use of GMO wheat.,false,3810
President Trump signed an executive order naming himself winner of the popular vote.,false,152
The Washington Post's free daily newspaper used a male gender symbol to illustrate a cover story about women's rights.,true,2161
Rep. Gabrielle Giffords asked Gen. David Petraeus what he was 'doing to reduce carbon emissions in the war on terror.,false,1953
Photographs show coconut crabs.,true,2034
A cheating wife's attempt explain away the mink coat given to her by a lover goes awry.,false,1818
Tens of thousands of Russian troops are surrounding U.S. borders.,false,1424
Photograph shows a flower-splashed hillside in California.,true,1904
UK power company chooses an unfortunate domain name for the web site of their Italian division.,false,978
A man killed himself over the Treasury's decision to add an African-American abolitionist's portrait to the $20 bill.,false,2911
A New Zealand Woman died in Pensacola in an attempt to take an 'alligator selfie.,false,43
An Oklahoma teacher was fired for praying when a tornado hit her school.,false,1281
An 11-year-old boy with a tumor in his neck from Hodgkin's Lymphoma needs prayers.,false,2449
"Students who are greeted by the sight of a tape recorder spewing out the day's lecture retaliate by placing cassette recorders on their desks, setting them to record, and leaving.",false,3367
A new tactic used by abductors and carjackers is to leave a shirt on a windshield to lure women out of their cars.,false,1493
Clown statue that spooked a babysitter turns out to be a knife-wielding intruder hiding in the house.,false,1796
"Jimi Hendrix, Jim Morrison, Janis Joplin, and Kurt Cobain all died with white Bic lighters in their pockets.",false,1150
Consumers can receive free laptop computers from Ericsson (or Dell) for forwarding an e-mail message to eight friends.,false,1748
Michele Bachmann is calling for a ban on Halloween because 'the holiday is based in Satanism.,false,1376
Photograph shows a moose mounting a statue of a bison.,true,214
Moderator Chris Wallace received a 'cease and desist' letter from Trump about groping allegations in the midst of a presidential debate.,false,1081
President Trump signed an Executive Order banning childhood vaccinations for 90 days.,false,3111
Sheriff Joe Arpaio has been named as Donald Trump's running mate.,false,96
A video shows federal troops in armored vehicles patrolling the streets of Chicago on President Trump's orders.,false,488
A Colorado hunter claimed he was sexually assaulted by a Sasquatch.,false,252
Charleston church shooter Dylann Roof is actually a former child star and crisis actor named John Christian Graas.,false,900
"Christmas lights have been banned in Cardwell, Australia, due to complaints from Muslim residents.",false,1850
"A video depicts London Mayor Sadiq Khan defending September 11th terrorists, either verbally and ideologically or as their lawyer.",false,2580
ISIS members are operating a camp near El Paso and have been arrested trying to cross the U.S.-Mexico border.,false,706
Rep. Debbie Riddle proposed a breastfeeding ban on women with large breasts.,false,928
Photograph shows a man gored in the leg by a bull.,true,393
Julian Assange asked President-Elect Donald Trump for a pardon in exchange for his help in defeating Hillary Clinton.,false,1035
E-mail reproduces letter from retired U.S. Border Patrol agent to Senator Bill Frist.,true,1369
Michael Moore has endorsed Donald Trump for president.,false,1122
Photographs show a mansion belonging to Filipino senator Manny Villar.,false,272
A photograph shows President Trump touring a chemtrail plane.,false,3795
Convicted Charleston church shooter Dylann Roof was raped in prison.,false,598
A boy named Michael Novenche is undergoing chemotherapy to kill a brain tumor.,true,2073
A map shows the results of the 2012 election if 'only taxpayers voted.,false,3205
"Three additives in peanut butter cups, soy lecithin, PGPR, and TBHQ, are inherently dangerous and should be avoided.",false,2353
A photograph shows a praying mantis after it killed a hummingbird.,true,422
"Facebook has not one, but two filtered message inboxes where Messenger messages may not be easily seen.",true,1253
Photographs show the beachfront home of golfer Tiger Woods.,false,652
The removal of yellowcake uranium from Iraq in 2008 proved that Saddam Hussein had been trying to restart Iraq's nuclear program.,false,309
Newspaper publishes death notice requesting that memorial gifts for the deceased 'be made to any organization that seeks the removal of President George Bush from office.,true,265
Price-Look Up (PLU) code stickers on vegetables and fruit are edible.,false,870
A Baltimore police officer shot and killed two-year-old Malik Gibson after mistaking his pacifier for a gun.,false,775
Senator Harry Reid and a Chinese company building a solar plant are behind a standoff between federal agents and a Nevada rancher.,false,901
Monster brand energy drink uses a Hebrew version of 666 in their logo.,false,3307
Cher had her lowest pair of ribs surgically removed to achieve an ultra-small waist.,false,1093
Bill Clinton was disbarred and fined over actions related to the Monica Lewinsky scandal.,true,1636
"Facebook users can receive a $5,000 cash reward from Bill Gates for clicking a share link.",false,1214
X-rays document a man in China whose body became riddled with tapeworms due to his consumption of sashimi.,false,2908
"The basketball coaching job of Craig Robinson, Michelle Obama's brother, was saved by the hasty procurement of $17 million in federal stimulus funds.",false,568
President Donald Trump posited that Canadian women were the second biggest threat to America following ISIS.,false,2240
"On 1 May 2016, Saturn will be prominently visible in both the day and night sky.",false,591
A man claimed drinking Starbucks' Unicorn Frappuccino 'made him gay.,false,2998
E-mail offers comedian George Carlin's solution to gasoline shortages and illegal immigration.,false,779
"Scientists state a 30% chance that a 6.0 earthquake will hit Berkeley, California, within 3 weeks of 28 October 2011.",false,916
Procter & Gamble supports the overturning of a Cincinnati charter amendment that prohibits the City Council from enacting any protections specifically aimed at gays and lesbians.,true,3588
A photograph showing Barack and Michelle Obama saluting the U.S. flag with their left hands.,false,1575
The Red Lobster chain is about to close its doors and go out of business for good.,false,2302
A video showing an inconsolable protester wailing because a policeman popped her balloon.,false,2139
"Photograph captures wildlife fleeing a fire in Bitterroot Forest, Montana.",true,3287
Parents should keep any eye out for drug-laced Gummy bears and ecstasy (MDMA) disguised as Halloween candy being distributed to trick-or-treaters.,false,2197
Researchers sequenced octopus genomes and discovered alien DNA.,false,224
A photograph shows two great white sharks swimming in the Mississippi River.,false,1546
"When John Hancock affixed his famously large signature to the Declaration of Independence, he proclaimed, 'There, I guess King George will be able to read that!'",false,814
Cadbury has entirely eliminated use of the word 'Easter' on the packaging of their chocolate candy products.,false,1687
Nabisco is issuing Spam-flavored Oreos.,false,3269
"President Obama banned immigration from Iraq for six months in 2011, but the media buried the story.",false,2095
President Obama has ordered the phrase 'under God' to be removed from the Pledge of Allegiance.,false,3108
The plastic strip embedded in U.S. bank notes enable the Feds to tell how much money you have on you.,false,3032
"During World War II, George Soros was a member of the SS (a Nazi paramilitary organization) or a Nazi collaborator who helped confiscate property from Jews.",false,1001
Coca-Cola has bought the rights to Dr Pepper and will be discontinuing production of the latter soft drink.,false,3265
"In 1974, Bill Clinton said President Richard Nixon should resign for lying to government officials.",true,672
A group of teenagers re-enacting the plot of the film The Purge 2 in Chicago murdered over 112 people.,false,1969
President Obama awarded himself the Department of Defense Medal for Distinguished Public Service.,false,3453
A Nazi submarine mysteriously surfaced in Lake Ontario.,false,2518
Accepting a friend request from a stranger will provide hackers with access to your computer and online accounts.,false,539
An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.,false,225
A rare black rose grows naturally in Turkey.,false,1707
A photograph shows three buildings in New York decorated with window crosses for Easter in 1956.,true,2760
"The town of Purdon, Texas was quarantined after a family of five there tested positive for the Ebola virus.",false,1190
A New York artist named Lana Newstrom creates and sells 'invisible art.,false,2815
"Maricopa County Recorder Helen Purcell was married to Joe Purcell, a former Lieutenant Governor of Arkansas who served under Bill Clinton.",false,2783
Stephen Colbert and Rachel Maddow are organizing a 'Fire The Fool' rally against President Trump.,false,209
Artist Lana Newstrom is creating invisible art and selling it for millions of dollars.,false,3280
Canada has legalized oral sex with animals.,false,3167
A machine used to skin dogs is manufactured and sold by Samsung.,false,2889
Sarah Palin called for an invasion of the Czech Republic in response to the Boston Marathon bombings.,false,2187
Lindsey Graham badmouthed the Republican Party after suspending his 2016 presidential campaign.,false,3963
Pastor Rick Warren of Saddleback Church changed his name to 'Muhammad Hussein Warren.,false,1169
Three hurricanes that hit Florida in the summer of 2004 touched only counties that voted for George Bush in the 2000 presidential election.,false,3379
Donald Trump dropped out of the presidential race in August 2016 due to a brain tumor.,false,3223
Quoting the Bible will become illegal in Cincinnati as of 9 December 2015.,false,851
Photograph shows Mitt Romney posing with children whose shirts spell out the word 'MONEY.,false,3761
A Naples Zoo keeper was killed while attempting to sexually assault a 12-foot long reptile.,false,4003
"As a teenager, U.S. Secretary of State Colin Powell learned to speak Yiddish while working in a Jewish-owned baby equipment store in New York.",true,649
A Denver man murdered a woman whose behavior was inspired by the #WasteHisTime hashtag on Twitter.,false,2594
A medical school instructor lectures the class on the importance of taste as a diagnostic tool and demonstrates his point by conducting a diabetes test which involves dipping his finger into a flask of urine and licking it.,false,3359
There is a secret Obama administration plan for a federal takeover of local police forces via Justice Department consent decrees.,false,3238
McDonald's is distributing an Internet-circulated coupon redeemable for a free Premium Salad at McDonald's restaurants.,false,3544
Jerry Lewis kept a significant portion of the funds raised during the annual MDA Labor Day Telethon.,false,593
A division of the U.S. Department of Justice organized rallies calling for the arrest and prosecution of George Zimmerman.,false,1871
Remains of a Viking ship were discovered on the banks of the Mississippi River near Memphis.,false,2931
The Orange County chapter of the American Red Cross declined to allow an invited musical troupe to performs songs such as 'God Bless the USA' at an awards luncheon.,true,3713
"If electors from one-third of the states decline to cast Electoral College ballots, the next U.S.",false,3073
A pride of lions killed a group of poachers in Zimbabwe.,false,905
A girl killed herself after her father posted something awful on her Facebook wall.,false,2192
"President Obama planned to attend Fidel Castro's funeral, but was forced to 'stand down' by President-elect Donald Trump.",false,3773
